CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Restaurant,FIVE GUYS FAMOUS BURGERS AND FRIES,"7 AVENUE, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,THE NEW PIZZA PROFESSOR,"AVENUE M, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"PINE STREET, Manhattan",10005,Not Available,Not Available,Not Available
Restaurant,ISLA,"WEST   38 STREET, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,TAIM,"7 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"ELM AVENUE, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,CRAB DU JOUR,"HUNTS POINT AVENUE, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,EIGHT TURN CREPE (DEKALB MARKET),"ALBEE SQUARE WEST, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,PHO BEST III,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"3 AVENUE, Manhattan",10065,Not Available,Not Available,Not Available
Restaurant,CAFE GRUMPY,"DELANCEY STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,PJ RESTAURANT & BAKERY,"ST JOHNS PLACE, Brooklyn",11213,Not Available,Not Available,Not Available
Restaurant,KNAPP STREET BAGEL CAFE,"KNAPP STREET, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,BLUE BOTTLE COFFEE,"BROAD STREET, Manhattan",10005,Not Available,Not Available,Not Available
Restaurant,BISTRO LES AMIS,"SPRING STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,JERRY'S CANDY STORE,"LONGWOOD AVENUE, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,TASTY BAKERY,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,CAFE OLYMPIA,"2 AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,CHENS GARDEN,"FLATLANDS AVENUE, Brooklyn",11207,Not Available,Not Available,Not Available
Restaurant,CHA-AN TEAHOUSE,"EAST    9 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,WILKEN'S FINE FOOD,"AVENUE U, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,"CAFETAL SOCIAL CLUB, CHACHIS","MOTT STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,BIG FLEISHIG'S EXPRESS,"16 AVENUE, Brooklyn",11204,Not Available,Not Available,Not Available
Restaurant,OLD TBILISI,"BLEECKER STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,PANDA GARDEN RESTAURANT,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,WA LUNG KITCHEN,"GRAND STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,Black-Eyed Peas And Collard Greens,"SKILLMAN AVE, Queens",11104,Not Available,Not Available,Not Available
Restaurant,BARRANQUILLA BAKERY & RESTAURANT,"JUNCTION BOULEVARD, Queens",11372,Not Available,Not Available,Not Available
Restaurant,THE FACTORY,"WYCKOFF AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,LONGO BROS,"9 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,GOLD GRILL PIZZERIA,"FOREST AVENUE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,"FOREST AVENUE, Staten Island",10303,Not Available,Not Available,Not Available
Restaurant,GUADALUPANA MEXICAN RESTAURANT,"BROADWAY, Manhattan",10032,Not Available,Not Available,Not Available
Restaurant,TEDDY'S BAR & GRILL,"BERRY STREET, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,RELISH CATERERS,"3 AVENUE, Bronx",10451,Not Available,Not Available,Not Available
Restaurant,VAN LEEUWEN ICE CREAM,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,LUCHADORES,"SOUTH STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,DUAL TOWNE PLACE SUITES/SPRINGHILL SUITES,"WEST   28 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,THE JIN,"10 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,SWEETLEAF COFFEE ROASTERS,"JACKSON AVE, Queens",11101,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"BROADWAY, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,QUEENS SEAFOOD RESTAURANT,"45TH AVE, Queens",11373,Not Available,Not Available,Not Available
Restaurant,ROOFTOP LOUNGE,"W 28TH ST, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,"Herbal Life, Salud es Vida","39TH AVE, Queens",11377,Not Available,Not Available,Not Available
Restaurant,JARDIN,"3 AVENUE, Manhattan",10065,Not Available,Not Available,Not Available
Restaurant,TRINITY COMMONS,"TRINITY PLACE, Manhattan",10006,Not Available,Not Available,Not Available
Restaurant,RALPHS'S COFFEE SHOP & DINER,"MOTT AVENUE, Queens",11691,Not Available,Not Available,Not Available
Restaurant,SWEET CAFE,"8TH AVE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,TURKS INN,"STARR STREET, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"ATLANTIC AVE, Queens",11416,Not Available,Not Available,Not Available
Restaurant,ROAM,"70 ROAD, Queens",11375,Not Available,Not Available,Not Available
Restaurant,TOAD STYLE,"RALPH AVENUE, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,BASS CAFE,"YORK AVE, Manhattan",10065,Not Available,Not Available,Not Available
Restaurant,Perista Cafe,"DYCKMAN STREET, Manhattan",10040,Not Available,Not Available,Not Available
Restaurant,CROSSROAD CAFE (MORGAN LEWIS),"PARK AVENUE, Manhattan",10178,Not Available,Not Available,Not Available
Restaurant,TASTE OF LAHORE,"NORTHERN BOULEVARD, Queens",11372,Not Available,Not Available,Not Available
Restaurant,Primo Pizzeria,"RICHMOND ROAD, Staten Island",10304,Not Available,Not Available,Not Available
Restaurant,NEW TASTE TO GO,"86 STREET, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,12 CHAIRS CAFE,"WYTHE AVENUE, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,L'ARTE DEL GELATO,"9 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,POPEYES,"EAST  233 STREET, Bronx",10466,Not Available,Not Available,Not Available
Restaurant,ROYAL CROWN BAKERY CAFE,"HYLAN BOULEVARD, Staten Island",10305,Not Available,Not Available,Not Available
Restaurant,Wind Climb,"RICHARDSON STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,RUBY'S VINTAGE HARLEM,"7 AVENUE, Manhattan",10030,Not Available,Not Available,Not Available
Restaurant,JISU VEGETARIAN RESTAURANT,"CANAL STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,BANTER,"HAVEMEYER STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,CHINA WOK,"BOSTON ROAD, Bronx",10469,Not Available,Not Available,Not Available
Restaurant,LA COCINA II RESTAURANT,"MOORE STREET, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,THE BAO,"SAINT MARKS PLACE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,BAGEL BISTRO & DINER,"VICTORY BOULEVARD, Staten Island",10314,Not Available,Not Available,Not Available
Restaurant,TWIST,"3 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,EN JAPANESE BRASSERIE,"HUDSON STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,TOKYO HIBACHI STEAK HOUSE & SUSHI,"HORACE HARDING EXPRESSWAY, Queens",11365,Not Available,Not Available,Not Available
Restaurant,GOOD NIGHT SONNY,"1 AVENUE, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,POLISH NATIONAL HOME,"DRIGGS AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,SWEET POLLY,"6 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,VAN LEEUWEN ICE CREAM,"EAST    7 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"YORK AVENUE, Manhattan",10021,Not Available,Not Available,Not Available
Restaurant,THE PUNCH BOWL,"BROADWAY, Bronx",10463,Not Available,Not Available,Not Available
Restaurant,BAREBURGER,"31 AVENUE, Queens",11106,Not Available,Not Available,Not Available
Restaurant,BRISAS DEL MAR RESTAURANT,"ROCKAWAY BEACH BOULEVARD, Queens",11694,Not Available,Not Available,Not Available
Restaurant,MILK AND HOPS,"9 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,ARTURO'S,"YORK AVENUE, Manhattan",10028,Not Available,Not Available,Not Available
Restaurant,LIFE HEALTH FITNESS,"154TH ST, Queens",11357,Not Available,Not Available,Not Available
Restaurant,CLOVERWISH,"BROADWAY, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,IL FALCO,"44TH DR, Queens",11101,Not Available,Not Available,Not Available
Restaurant,THE MEAT HOOK,"CLAYTON ROAD, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,ISLAND RAGE,"HILLSIDE AVE, Queens",11432,Not Available,Not Available,Not Available
Restaurant,GRAND CANYON RESTAURANT,"MONTAGUE STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,FINN'S BAGELS,"10 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"SUTTER AVENUE, Brooklyn",11207,Not Available,Not Available,Not Available
Restaurant,LOBO BROOKLYN,"COURT STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,RALPH'S FAMOUS ITALIAN ICES,"RICHMOND AVENUE, Staten Island",10312,Not Available,Not Available,Not Available
Restaurant,THE SPARROW TAVERN,"29 STREET, Queens",11102,Not Available,Not Available,Not Available
Restaurant,TACO MIX,"36 STREET, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,SWEETIE RESTAURANT,"MORRIS AVENUE, Bronx",10453,Not Available,Not Available,Not Available
Restaurant,PIZZA BY LUCILLE'S,"MACOMBS PL, Manhattan",10039,Not Available,Not Available,Not Available
Restaurant,APOLLO III BAKERY,"18TH AVE, Queens",11356,Not Available,Not Available,Not Available
Restaurant,AREPAS BAKERY & GRILL,"MYRTLE AVE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,CRUNCH ON 12 & SUSHI,"12 AVENUE, Brooklyn",11219,Not Available,Not Available,Not Available
Restaurant,POPEYES,"KINGS HIGHWAY, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,BLACK SEED BAGELS,"BERRY STREET, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,PRO THAI,"LEXINGTON AVENUE, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,WEEKENDS,"SOUTH    4 STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,NO. 8 KITCHEN & BAR,"FARRINGTON ST, Queens",11354,Not Available,Not Available,Not Available
Restaurant,POLLO CAMPERO,"6 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,RAKU RESTAURANT,"MACDOUGAL STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,JANE FAST FOOD,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,ALICE,"WEST   13 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,RED STAR BBQ,"6 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,"DUNKIN', 'BASKIN ROBBINS","CHURCH AVENUE, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,C & T CUISINE,"AVENUE D, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,MCHALE'S BAR & GRILL,"WEST   51 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,SHAKE SHACK,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,AMY RUTH'S RESTAURANT,"WEST  116 STREET, Manhattan",10026,Not Available,Not Available,Not Available
Restaurant,NO. 1 CHINESE RESTAURANT,"SOUTH WILLIAM STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,PIES-N-THIGHS,"SOUTH    4 STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,WAVERLY RESTAURANT,"6 AVENUE, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,PICASSO PIZZERIA,"SOUTH END AVENUE, Manhattan",10280,Not Available,Not Available,Not Available
Restaurant,FURMAN'S COFFEE,"NOSTRAND AVENUE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,DELMAR PIZZERIA,"SHEEPSHEAD BAY ROAD, Brooklyn",11235,Not Available,Not Available,Not Available
Restaurant,GOLDEN FOUNTAIN CHINESE KITCHEN,"METROPOLITAN AVE, Queens",11418,Not Available,Not Available,Not Available
Restaurant,namaste Brooklyn,"CORTELYOU ROAD, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,TRADISYON NYC,"9 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,M&S NICE BAKERY & RESTAURANT,"SENECA AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,JOHNY'S LUNCHEONETTE,"WEST   25 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,NEW TASTE RESTAURANT,"CORONA AVE, Queens",11373,Not Available,Not Available,Not Available
Restaurant,CASA DEL CHEF BISTRO,"64 STREET, Queens",11377,Not Available,Not Available,Not Available
Restaurant,"DUNKIN',' BASKIN ROBBINS","FOREST AVENUE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,PAPA JOHN'S,"SPRINGFIELD BOULEVARD, Queens",11413,Not Available,Not Available,Not Available
Restaurant,OFF TO START CAFE,"6 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,ANDIAMO PIZZA,"6 AVENUE, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,SOUP & GYRO,"CHURCH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,LAO MA SPICY,"EAST    8 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"GLENWOOD ROAD, Brooklyn",11210,Not Available,Not Available,Not Available
Restaurant,MILK & HONEY CAFE 586,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,ROGER WILLIAMS HOTEL,"MADISON AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,THINK COFFEE,"BLEECKER STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,PHO HOAI BAYRIDGE,"4 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,MR. POLLO #1,"BELL BLVD, Queens",11361,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"BROADWAY, Manhattan",10031,Not Available,Not Available,Not Available
Restaurant,PITA PALACE,"GRAHAM AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,IHOP,"BROADWAY, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"WEST BURNSIDE AVENUE, Bronx",10453,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"WYCKOFF AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"JAMAICA AVE, Queens",11423,Not Available,Not Available,Not Available
Restaurant,BUCANOS RESTAURANT,"QUEENS BLVD, Queens",11435,Not Available,Not Available,Not Available
Restaurant,LILA CAFE,"DEKALB AVENUE, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,BARCLAYSBUFFALO BOSS,"ATLANTIC AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,HIBACHI KING,"LAWRENCE STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,YUGEN,"MYRTLE AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,NEW ASIA,"AMSTERDAM AVENUE, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,BEANS AND LEAVES CAFE,"ARTHUR KILL ROAD, Staten Island",10309,Not Available,Not Available,Not Available
Restaurant,THE BLACK WHALE,"CITY ISLAND AVENUE, Bronx",10464,Not Available,Not Available,Not Available
Restaurant,REN'S GREAT WALL RESTAURANT,"HILLSIDE AVE, Queens",11004,Not Available,Not Available,Not Available
Restaurant,ISTANBUL BAY,"9 AVENUE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,NEW FLOWER CHINESE RESTAURANT,"WHITE PLAINS ROAD, Bronx",10470,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"THROGS NECK EXPRESSWAY, Bronx",10465,Not Available,Not Available,Not Available
Restaurant,O YA,"EAST   28 STREET, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,H-YARD GOURMET DELI,"9 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,THAI SON VIETNAMESE CUISINE,"BAXTER STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,MAXWELL DELI INC,"FULTON STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,12 CORNERS COFFEE,"MOTT STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,YULIN TEA,"45TH AVE, Queens",11373,Not Available,Not Available,Not Available
Restaurant,LILLIE'S,"WEST   49 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,METRO PIZZA,"FOREST AVENUE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,NABLUS SWEETS,"5 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,NY GO GO FAST FOOD,"ROOSEVELT AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,LA CASA DEL TACO,"FOREST AVENUE, Staten Island",10302,Not Available,Not Available,Not Available
Restaurant,JALSA GRILL & GRAVY,"CONEY ISLAND AVENUE, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,BURGER KING,"SOUTHERN BOULEVARD, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,TASTE & SMILE,"PARK AVENUE, Bronx",10456,Not Available,Not Available,Not Available
Restaurant,MCDONALD'S #11542,"UTICA AVENUE, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,GELTERIA GENTILE,"ELIZABETH STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,ESSEX WORLD CAFE,"LIBERTY STREET, Manhattan",10006,Not Available,Not Available,Not Available
Restaurant,LEVAIN BAKERY,"NORTH    4 STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,THE MIXTAPE SHOP,"BEDFORD AVENUE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,MAI THAI,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,BELLE REVE,"CHURCH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,TABLE 40 PIZZERIA AND CAFE,"13 AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,ANGELA RESTAURANT OF NY,"13 AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,MIS ANTOJITOS AND NATURAL JUICE BAR,"MORRISON AVENUE, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,SWAGAT,"AMSTERDAM AVENUE, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,LA GOURMET,"EAST   58 STREET, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,ATERA,"WORTH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,WATEREDGE CAFE,"RICHMOND TERRACE, Staten Island",10301,Not Available,Not Available,Not Available
Restaurant,MCDONALD'S,"HAMILTON AVENUE, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,TACO BELL # 35457,"BEACH CHANNEL DR, Queens",11691,Not Available,Not Available,Not Available
Restaurant,BRISAS DEL MAR RESTAURANT,"WOODWARD AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,CHINA CHEF CHEN,"FLATBUSH AVENUE, Brooklyn",11226,Not Available,Not Available,Not Available
Restaurant,AMAR PERUVIAN KITCHEN,"AUSTIN ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,LIPS RESTAURANT,"EAST   56 STREET, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,PIO BAGEL,"LAWRENCE STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,CARLA,"WEST   51 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,SUROSS THAI BISTRO,"BROADWAY, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,CASA AZUL,"7 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,SARAVA,"3 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,NUEVA AMBATENITA LA ESQUINA DEL SABOR,"108 STREET, Queens",11368,Not Available,Not Available,Not Available
Restaurant,FOREST CAFE,"BURNS ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,MR. PIZZA,"RICHMOND AVENUE, Staten Island",10314,Not Available,Not Available,Not Available
Restaurant,Argo Tea,"1 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,TRUMP BAR,"5 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,YELLOWSTONE SUSHI,"SELFRIDGE ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,SIXPOINT CRAFT ALES,"VAN DYKE STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,GOTAN,"FRANKLIN STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,WAKAMATSU JAPANESE RESTAURANT,"GRAND AVE, Queens",11378,Not Available,Not Available,Not Available
Restaurant,BURGER KING,"WESTCHESTER AVENUE, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,TONY'S FAMOUS PIZZA,"FULTON STREET, Brooklyn",11208,Not Available,Not Available,Not Available
Restaurant,"AIR BAR, NY DELI, TIM HORTONS","SUTPHIN BOULEVARD, Queens",11435,Not Available,Not Available,Not Available
Restaurant,MAMA'S CUPBOARD,"BROADWAY, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,WAN'S GARDEN,"FOREST AVE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,KUNGFU KITCHEN,"8 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,KURANT,"2 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,OUTRO,"BROADWAY, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,LA BAGUETTE SHOP,"ROCKAWAY PARKWAY, Brooklyn",11236,Not Available,Not Available,Not Available
Restaurant,RICKY'S HARDEE,"MOTHER GASTON BOULEVARD, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,OAXACA DELI AND TAQUERIA,"CASTLETON AVENUE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,THE BROCCOLI BAR,"FULTON STREET, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,98K,"BAY   25 STREET, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,NOT JUST CHOCOLATE,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,CHEF'S TABLE,"BEACH  116 STREET, Queens",11694,Not Available,Not Available,Not Available
Restaurant,WINDSOR DINER,"PROSPECT PARK WEST, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"WEBSTER AVENUE, Bronx",10467,Not Available,Not Available,Not Available
Restaurant,NAMASTE,"JUNCTION BLVD, Queens",11368,Not Available,Not Available,Not Available
Restaurant,CESTRA'S PIZZERIA & RESTAURANT,"EAST TREMONT AVENUE, Bronx",10465,Not Available,Not Available,Not Available
Restaurant,OHANA EXHIBITION KITCHEN,"AVENUE OF AMERICAS, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,THE LITTLE BEET,"BROADWAY, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,CURRY KING,"COLUMBUS AVENUE, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,TACO BELL,"EAST   23 STREET, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,LUCKY CHANCE,"REMSEN AVENUE, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,"DUNKIN',' BASKIN ROBBINS","ROCKAWAY BOULEVARD, Queens",11417,Not Available,Not Available,Not Available
Restaurant,CLINTON HALL,"WASHINGTON STREET, Manhattan",10006,Not Available,Not Available,Not Available
Restaurant,Sushi Q,"CROSBY AVENUE, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,CHAMPION PIZZA,"CLEVELAND PLACE, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,NEW YORK MASALA,"85TH AVE, Queens",11432,Not Available,Not Available,Not Available
Restaurant,FISH BAR,"EAST    5 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,CINCO DE MAYO,"WASHINGTON AVENUE, Bronx",10451,Not Available,Not Available,Not Available
Restaurant,Salmagundi,"IRVING PLACE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,OH K-DOG FOREST HILLS,"AUSTIN ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,U-ME SUSHI,"JAMAICA AVE, Queens",11421,Not Available,Not Available,Not Available
Restaurant,ZARA CAFE GRILL,"HYLAN BOULEVARD, Staten Island",10306,Not Available,Not Available,Not Available
Restaurant,VERANDA SOHO,"GRAND STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,GULCHATAY,"AVENUE U, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,LOWLANDS BAR,"3 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,LOCANDA VERDE,"GREENWICH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,GARDEN MARKET,"PENN PLZ, Manhattan",10121,Not Available,Not Available,Not Available
Restaurant,CRIOLLAS,"8 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,Maple Leaf Lounge (central term B 3rd fl) RM 213,"AIRPORT CENTRAL TERMINAL B, Queens",11371,Not Available,Not Available,Not Available
Restaurant,DOMINO'S,"SOUTHERN BOULEVARD, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,MC DONALD'S,"EAST  167 STREET, Bronx",10452,Not Available,Not Available,Not Available
Restaurant,MAREA RESTAURANT,"CENTRAL PARK SOUTH, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,GARDEN MARKET,"PENN PLZ, Manhattan",10121,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"3 AVENUE, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,SPRINGBONE KITCHEN,"PROSPECT STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,TACOS AL SUADERO,"90TH ST, Queens",11372,Not Available,Not Available,Not Available
Restaurant,TORI-BIEN,"EAST    9 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,BONMI,"WEST   62 STREET, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,THE IZAKAYA,"EAST    6 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,THE STRAND BISTRO,"WEST   37 STREET, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,THE DUMPLING COVE,"EAST  222 STREET, Bronx",10469,Not Available,Not Available,Not Available
Restaurant,WAH LUNG RESTAURANT,"KINGS HIGHWAY, Brooklyn",11229,Not Available,Not Available,Not Available
